algoritmo|api|hardware|tamanho|iteracao|tempo_total_s|energia_gpu_j|energia_cpu_j|corretude
sssp|cuda|mx350|100000x300000|7|6,122069|0,0|25,75|OK
sssp|cuda|mx350|100000x300000|8|6,712628|0,0|28,22|OK
sssp|cuda|mx350|100000x300000|9|6,12294|0,0|24,43|OK
sssp|cuda|mx350|100000x300000|10|5,856842|0,0|22,58|OK
sssp|cuda|mx350|10000x30000|1|0,81785|0,0|5,09|OK
sssp|cuda|mx350|10000x30000|2|0,934121|0,0|8,27|OK
sssp|cuda|mx350|10000x30000|3|0,744971|0,0|5,77|OK
sssp|cuda|mx350|10000x30000|4|0,822898|0,0|5,53|OK
sssp|cuda|mx350|10000x30000|5|0,792392|0,0|6,53|OK
sssp|cuda|mx350|10000x30000|6|0,84114|0,0|7,23|OK
sssp|cuda|mx350|10000x30000|7|0,913935|0,0|8,47|OK
sssp|cuda|mx350|10000x30000|8|0,866578|0,0|7,64|OK
sssp|cuda|mx350|10000x30000|9|0,925224|0,0|6,74|OK
sssp|cuda|mx350|10000x30000|10|0,756658|0,0|3,8|OK
sssp|cuda|mx350|1000x4000|1|0,44384|0,0|2,86|OK
sssp|cuda|mx350|1000x4000|2|0,446783|0,0|2,97|OK
sssp|cuda|mx350|1000x4000|3|0,562691|0,0|3,61|OK
sssp|cuda|mx350|1000x4000|4|0,468314|0,0|3,92|OK
sssp|cuda|mx350|1000x4000|5|0,408112|0,0|2,62|OK
sssp|cuda|mx350|1000x4000|6|0,496195|0,0|3,19|OK
sssp|cuda|mx350|1000x4000|7|0,494204|0,0|3,19|OK
sssp|cuda|mx350|1000x4000|8|0,561817|0,0|3,57|OK
sssp|cuda|mx350|1000x4000|9|0,494291|0,0|3,17|OK
sssp|cuda|mx350|1000x4000|10|0,597053|0,0|3,75|OK
sssp|cuda|mx350|200000x400000|1|24,34011|0,0|101,35|OK
sssp|cuda|mx350|200000x400000|2|24,490321|0,0|99,76|OK
sssp|cuda|mx350|200000x400000|3|25,277778|0,0|101,42|OK
sssp|cuda|mx350|200000x400000|4|22,857013|0,0|83,57|OK
sssp|cuda|mx350|200000x400000|5|25,779944|0,0|95,82|OK
sssp|cuda|mx350|200000x400000|6|23,756986|0,0|87,41|OK
sssp|cuda|mx350|200000x400000|7|27,286897|0,0|99,23|OK
sssp|cuda|mx350|200000x400000|8|23,444483|0,0|84,35|OK
sssp|cuda|mx350|200000x400000|9|25,228041|0,0|110,08|OK
sssp|cuda|mx350|200000x400000|10|1,146567|0,0|6,55|OK
sssp|cuda_dp|mx350|100000x300000|1|14,598242|0,0|57,56|OK
sssp|cuda_dp|mx350|100000x300000|2|14,731129|0,0|53,02|OK
sssp|cuda_dp|mx350|100000x300000|3|14,393705|0,0|51,93|OK
sssp|cuda_dp|mx350|100000x300000|4|13,85028|0,0|49,46|OK
sssp|cuda_dp|mx350|100000x300000|5|14,181882|0,0|61,52|OK
sssp|cuda_dp|mx350|100000x300000|6|13,560278|0,0|49,9|OK
sssp|cuda_dp|mx350|100000x300000|7|14,42857|0,0|54,26|OK
sssp|cuda_dp|mx350|100000x300000|8|15,363431|0,0|62,43|OK
sssp|cuda_dp|mx350|100000x300000|9|14,413694|0,0|54,15|OK
sssp|cuda_dp|mx350|100000x300000|10|15,171796|0,0|61,51|OK
sssp|cuda_dp|mx350|10000x30000|1|1,034183|0,0|5,46|OK
sssp|cuda_dp|mx350|10000x30000|2|0,943751|0,0|4,84|OK
sssp|cuda_dp|mx350|10000x30000|3|0,971258|0,0|5,29|OK
sssp|cuda_dp|mx350|10000x30000|4|0,980433|0,0|5,32|OK
sssp|cuda_dp|mx350|10000x30000|5|0,967514|0,0|5,06|OK
sssp|cuda_dp|mx350|10000x30000|6|1,166146|0,0|5,92|OK
sssp|cuda_dp|mx350|10000x30000|7|0,923183|0,0|4,83|OK
sssp|cuda_dp|mx350|10000x30000|8|1,018414|0,0|5,33|OK
sssp|cuda_dp|mx350|10000x30000|9|1,012673|0,0|6,09|OK
sssp|cuda_dp|mx350|10000x30000|10|1,027222|0,0|5,24|OK
sssp|cuda_dp|mx350|1000x4000|1|0,502818|0,0|3,29|OK
sssp|cuda_dp|mx350|1000x4000|2|0,569601|0,0|3,42|OK
sssp|cuda_dp|mx350|1000x4000|3|0,586784|0,0|3,5|OK
sssp|cuda_dp|mx350|1000x4000|4|0,684794|0,0|3,89|OK
sssp|cuda_dp|mx350|1000x4000|5|0,54677|0,0|3,19|OK
sssp|cuda_dp|mx350|1000x4000|6|0,485852|0,0|3,15|OK
sssp|cuda_dp|mx350|1000x4000|7|0,596856|0,0|3,4|OK
sssp|cuda_dp|mx350|1000x4000|8|0,472884|0,0|3,36|OK
sssp|cuda_dp|mx350|1000x4000|9|0,620721|0,0|3,51|OK
sssp|cuda_dp|mx350|1000x4000|10|0,662256|0,0|3,87|OK
sssp|cuda_dp|mx350|200000x400000|1|32,16426|0,0|123,91|OK
sssp|cuda_dp|mx350|200000x400000|2|35,029597|0,0|129,77|OK
sssp|cuda_dp|mx350|200000x400000|3|34,998778|0,0|134,61|OK
sssp|cuda_dp|mx350|200000x400000|4|32,91006|0,0|112,98|OK
sssp|cuda_dp|mx350|200000x400000|5|1,488339|0,0|7,49|OK
sssp|cuda_dp|mx350|200000x400000|6|1,481892|0,0|7,37|OK
sssp|cuda_dp|mx350|200000x400000|7|1,486962|0,0|7,33|OK
sssp|cuda_dp|mx350|200000x400000|8|33,209789|0,0|135,12|OK
sssp|cuda_dp|mx350|200000x400000|9|36,498947|0,0|143,0|OK
sssp|cuda_dp|mx350|200000x400000|10|34,661757|0,0|128,58|OK
sssp|openmp|mx350|100000x300000|1|10,517989|0,0|82,59|OK
sssp|openmp|mx350|100000x300000|2|10,93166|0,0|85,88|OK
sssp|openmp|mx350|100000x300000|3|10,330336|0,0|82,0|OK
sssp|openmp|mx350|100000x300000|4|10,292856|0,0|81,16|OK
sssp|openmp|mx350|100000x300000|5|10,322183|0,0|81,32|OK
sssp|openmp|mx350|100000x300000|6|10,528531|0,0|83,13|OK
sssp|openmp|mx350|100000x300000|7|10,662288|0,0|84,2|OK
sssp|openmp|mx350|100000x300000|8|11,861327|0,0|90,82|OK
sssp|openmp|mx350|100000x300000|9|10,616501|0,0|83,97|OK
sssp|openmp|mx350|100000x300000|10|11,51702|0,0|91,86|OK
sssp|openmp|mx350|10000x30000|1|1,236123|0,0|7,5|OK
sssp|openmp|mx350|10000x30000|2|1,096486|0,0|6,84|OK
sssp|openmp|mx350|10000x30000|3|1,088648|0,0|6,7|OK
sssp|openmp|mx350|10000x30000|4|1,104967|0,0|6,75|OK
sssp|openmp|mx350|10000x30000|5|1,125042|0,0|7,04|OK
sssp|openmp|mx350|10000x30000|6|0,207987|0,0|0,85|OK
sssp|openmp|mx350|10000x30000|7|0,262829|0,0|1,14|OK
sssp|openmp|mx350|10000x30000|8|1,165151|0,0|7,34|OK
sssp|openmp|mx350|10000x30000|9|1,158576|0,0|7,08|OK
sssp|openmp|mx350|10000x30000|10|1,214679|0,0|7,7|OK
sssp|openmp|mx350|1000x4000|1|0,203014|0,0|1,15|OK
sssp|openmp|mx350|1000x4000|2|0,197604|0,0|1,14|OK
sssp|openmp|mx350|1000x4000|3|0,263666|0,0|1,44|OK
sssp|openmp|mx350|1000x4000|4|0,256505|0,0|1,44|OK
sssp|openmp|mx350|1000x4000|5|0,333271|0,0|1,76|OK
sssp|openmp|mx350|1000x4000|6|0,244876|0,0|1,33|OK
sssp|openmp|mx350|1000x4000|7|0,285447|0,0|1,56|OK
sssp|openmp|mx350|1000x4000|8|0,211545|0,0|1,21|OK
sssp|openmp|mx350|1000x4000|9|0,226688|0,0|1,29|OK
