sep=|
algoritmo|api|cenario|tamanho|iteracao|tempo_s|corretude|threads_blocos
merge_sort|cpu|aleatorio|16384|8|0,000663|1|1x1
merge_sort|cpu|aleatorio|16384|9|0,000666|1|1x1
merge_sort|cpu|aleatorio|16384|10|0,000662|1|1x1
merge_sort|cpu|aleatorio|65536|1|0,003020|1|1x1
merge_sort|cpu|aleatorio|65536|2|0,003038|1|1x1
merge_sort|cpu|aleatorio|65536|3|0,003061|1|1x1
merge_sort|cpu|aleatorio|65536|4|0,003057|1|1x1
merge_sort|cpu|aleatorio|65536|5|0,003048|1|1x1
merge_sort|cpu|aleatorio|65536|6|0,003059|1|1x1
merge_sort|cpu|aleatorio|65536|7|0,003053|1|1x1
merge_sort|cpu|aleatorio|65536|8|0,003064|1|1x1
merge_sort|cpu|aleatorio|65536|9|0,003062|1|1x1
merge_sort|cpu|aleatorio|65536|10|0,003058|1|1x1
merge_sort|cpu|aleatorio|262144|1|0,013685|1|1x1
merge_sort|cpu|aleatorio|262144|2|0,013619|1|1x1
merge_sort|cpu|aleatorio|262144|3|0,013486|1|1x1
merge_sort|cpu|aleatorio|262144|4|0,013671|1|1x1
merge_sort|cpu|aleatorio|262144|5|0,013644|1|1x1
merge_sort|cpu|aleatorio|262144|6|0,013626|1|1x1
merge_sort|cpu|aleatorio|262144|7|0,013597|1|1x1
merge_sort|cpu|aleatorio|262144|8|0,013597|1|1x1
merge_sort|cpu|aleatorio|262144|9|0,013618|1|1x1
merge_sort|cpu|aleatorio|262144|10|0,013636|1|1x1
merge_sort|cpu|aleatorio|1048576|1|0,059985|1|1x1
merge_sort|cpu|aleatorio|1048576|2|0,059939|1|1x1
merge_sort|cpu|aleatorio|1048576|3|0,059965|1|1x1
merge_sort|cpu|aleatorio|1048576|4|0,059916|1|1x1
merge_sort|cpu|aleatorio|1048576|5|0,059992|1|1x1
merge_sort|cpu|aleatorio|1048576|6|0,059951|1|1x1
merge_sort|cpu|aleatorio|1048576|7|0,059919|1|1x1
merge_sort|cpu|aleatorio|1048576|8|0,059959|1|1x1
merge_sort|cpu|aleatorio|1048576|9|0,059985|1|1x1
merge_sort|cpu|aleatorio|1048576|10|0,059920|1|1x1
merge_sort|cpu|aleatorio|4194304|1|0,263290|1|1x1
merge_sort|cpu|aleatorio|4194304|2|0,264542|1|1x1
merge_sort|cpu|aleatorio|4194304|3|0,264446|1|1x1
merge_sort|cpu|aleatorio|4194304|4|0,261393|1|1x1
merge_sort|cpu|aleatorio|4194304|5|0,264339|1|1x1
merge_sort|cpu|aleatorio|4194304|6|0,262604|1|1x1
merge_sort|cpu|aleatorio|4194304|7|0,263237|1|1x1
merge_sort|cpu|aleatorio|4194304|8|0,257949|1|1x1
merge_sort|cpu|aleatorio|4194304|9|0,262890|1|1x1
merge_sort|cpu|aleatorio|4194304|10|0,263834|1|1x1
merge_sort|cpu|aleatorio|16777216|1|1,156334|1|1x1
merge_sort|cpu|aleatorio|16777216|2|1,157652|1|1x1
merge_sort|cpu|aleatorio|16777216|3|1,158054|1|1x1
merge_sort|cpu|aleatorio|16777216|4|1,157493|1|1x1
merge_sort|cpu|aleatorio|16777216|5|1,157009|1|1x1
merge_sort|cpu|aleatorio|16777216|6|1,157467|1|1x1
merge_sort|cpu|aleatorio|16777216|7|1,159848|1|1x1
merge_sort|cpu|aleatorio|16777216|8|1,157277|1|1x1
merge_sort|cpu|aleatorio|16777216|9|1,157516|1|1x1
merge_sort|cpu|aleatorio|16777216|10|1,155659|1|1x1
merge_sort|cpu|aleatorio|67108864|1|5,033151|1|1x1
merge_sort|cpu|aleatorio|67108864|2|5,032834|1|1x1
merge_sort|cpu|aleatorio|67108864|3|5,034083|1|1x1
merge_sort|cpu|aleatorio|67108864|4|5,031292|1|1x1
merge_sort|cpu|aleatorio|67108864|5|5,033972|1|1x1
merge_sort|cpu|aleatorio|67108864|6|5,037837|1|1x1
merge_sort|cpu|aleatorio|67108864|7|5,026832|1|1x1
merge_sort|cpu|aleatorio|67108864|8|5,042426|1|1x1
merge_sort|cpu|aleatorio|67108864|9|5,039585|1|1x1
merge_sort|cpu|aleatorio|67108864|10|5,033100|1|1x1
merge_sort|openmp|aleatorio|1024|1|0,000137|1|32x1
merge_sort|openmp|aleatorio|1024|2|0,000054|1|32x1
merge_sort|openmp|aleatorio|1024|3|0,000048|1|32x1
merge_sort|openmp|aleatorio|1024|4|0,000042|1|32x1
merge_sort|openmp|aleatorio|1024|5|0,000039|1|32x1
merge_sort|openmp|aleatorio|1024|6|0,000039|1|32x1
merge_sort|openmp|aleatorio|1024|7|0,000037|1|32x1
merge_sort|openmp|aleatorio|1024|8|0,000034|1|32x1
merge_sort|openmp|aleatorio|1024|9|0,000043|1|32x1
merge_sort|openmp|aleatorio|1024|10|0,000032|1|32x1
merge_sort|openmp|aleatorio|4096|1|0,000104|1|32x1
merge_sort|openmp|aleatorio|4096|2|0,000096|1|32x1
merge_sort|openmp|aleatorio|4096|3|0,000092|1|32x1
merge_sort|openmp|aleatorio|4096|4|0,000086|1|32x1
merge_sort|openmp|aleatorio|4096|5|0,000084|1|32x1
merge_sort|openmp|aleatorio|4096|6|0,000083|1|32x1
merge_sort|openmp|aleatorio|4096|7|0,000085|1|32x1
merge_sort|openmp|aleatorio|4096|8|0,000081|1|32x1
merge_sort|openmp|aleatorio|4096|9|0,000082|1|32x1
merge_sort|openmp|aleatorio|4096|10|0,000080|1|32x1
merge_sort|openmp|aleatorio|16384|1|0,000201|1|32x1
merge_sort|openmp|aleatorio|16384|2|0,000197|1|32x1
merge_sort|openmp|aleatorio|16384|3|0,000197|1|32x1
merge_sort|openmp|aleatorio|16384|4|0,000196|1|32x1
merge_sort|openmp|aleatorio|16384|5|0,000195|1|32x1
merge_sort|openmp|aleatorio|16384|6|0,000190|1|32x1
merge_sort|openmp|aleatorio|16384|7|0,000192|1|32x1
merge_sort|openmp|aleatorio|16384|8|0,000193|1|32x1
merge_sort|openmp|aleatorio|16384|9|0,000196|1|32x1
merge_sort|openmp|aleatorio|16384|10|0,000188|1|32x1
merge_sort|openmp|aleatorio|65536|1|0,000662|1|32x1
merge_sort|openmp|aleatorio|65536|2|0,000665|1|32x1
merge_sort|openmp|aleatorio|65536|3|0,000666|1|32x1
merge_sort|openmp|aleatorio|65536|4|0,000654|1|32x1
merge_sort|openmp|aleatorio|65536|5|0,000663|1|32x1
merge_sort|openmp|aleatorio|65536|6|0,000697|1|32x1
merge_sort|openmp|aleatorio|65536|7|0,000653|1|32x1
merge_sort|openmp|aleatorio|65536|8|0,000706|1|32x1
merge_sort|openmp|aleatorio|65536|9|0,000641|1|32x1
merge_sort|openmp|aleatorio|65536|10|0,000652|1|32x1
merge_sort|openmp|aleatorio|262144|1|0,002819|1|32x1
merge_sort|openmp|aleatorio|262144|2|0,002885|1|32x1
merge_sort|openmp|aleatorio|262144|3|0,002862|1|32x1
merge_sort|openmp|aleatorio|262144|4|0,002803|1|32x1
merge_sort|openmp|aleatorio|262144|5|0,002778|1|32x1
merge_sort|openmp|aleatorio|262144|6|0,002813|1|32x1
merge_sort|openmp|aleatorio|262144|7|0,002948|1|32x1
merge_sort|openmp|aleatorio|262144|8|0,002816|1|32x1
merge_sort|openmp|aleatorio|262144|9|0,002887|1|32x1
merge_sort|openmp|aleatorio|262144|10|0,002802|1|32x1
merge_sort|openmp|aleatorio|1048576|1|0,010177|1|32x1
merge_sort|openmp|aleatorio|1048576|2|0,010253|1|32x1
merge_sort|openmp|aleatorio|1048576|3|0,010098|1|32x1
merge_sort|openmp|aleatorio|1048576|4|0,010293|1|32x1
merge_sort|openmp|aleatorio|1048576|5|0,010223|1|32x1
merge_sort|openmp|aleatorio|1048576|6|0,010262|1|32x1
merge_sort|openmp|aleatorio|1048576|7|0,010095|1|32x1
merge_sort|openmp|aleatorio|1048576|8|0,010106|1|32x1
merge_sort|openmp|aleatorio|1048576|9|0,010141|1|32x1
merge_sort|openmp|aleatorio|1048576|10|0,010183|1|32x1
merge_sort|openmp|aleatorio|4194304|1|0,039357|1|32x1
merge_sort|openmp|aleatorio|4194304|2|0,039499|1|32x1
merge_sort|openmp|aleatorio|4194304|3|0,038787|1|32x1
merge_sort|openmp|aleatorio|4194304|4|0,038685|1|32x1
merge_sort|openmp|aleatorio|4194304|5|0,039157|1|32x1
merge_sort|openmp|aleatorio|4194304|6|0,039286|1|32x1
merge_sort|openmp|aleatorio|4194304|7|0,039209|1|32x1
merge_sort|openmp|aleatorio|4194304|8|0,039080|1|32x1
merge_sort|openmp|aleatorio|4194304|9|0,040230|1|32x1
merge_sort|openmp|aleatorio|4194304|10|0,039237|1|32x1
merge_sort|openmp|aleatorio|16777216|1|0,160335|1|32x1
merge_sort|openmp|aleatorio|16777216|2|0,159666|1|32x1
merge_sort|openmp|aleatorio|16777216|3|0,160908|1|32x1
merge_sort|openmp|aleatorio|16777216|4|0,160649|1|32x1
merge_sort|openmp|aleatorio|16777216|5|0,160404|1|32x1
merge_sort|openmp|aleatorio|16777216|6|0,161778|1|32x1
merge_sort|openmp|aleatorio|16777216|7|0,161397|1|32x1
merge_sort|openmp|aleatorio|16777216|8|0,160898|1|32x1
merge_sort|openmp|aleatorio|16777216|9|0,161692|1|32x1
merge_sort|openmp|aleatorio|16777216|10|0,160742|1|32x1
merge_sort|openmp|aleatorio|67108864|1|0,663616|1|32x1
merge_sort|openmp|aleatorio|67108864|2|0,666396|1|32x1
merge_sort|openmp|aleatorio|67108864|3|0,660694|1|32x1
merge_sort|openmp|aleatorio|67108864|4|0,661560|1|32x1
merge_sort|openmp|aleatorio|67108864|5|0,662050|1|32x1
merge_sort|openmp|aleatorio|67108864|6|0,661412|1|32x1
merge_sort|openmp|aleatorio|67108864|7|0,663090|1|32x1
merge_sort|openmp|aleatorio|67108864|8|0,662508|1|32x1
merge_sort|openmp|aleatorio|67108864|9|0,662785|1|32x1
merge_sort|openmp|aleatorio|67108864|10|0,665286|1|32x1
merge_sort|cuda|aleatorio|1024|1|0,004219|1|256x4
merge_sort|cuda|aleatorio|1024|2|0,004347|1|256x4
merge_sort|cuda|aleatorio|1024|3|0,004229|1|256x4
merge_sort|cuda|aleatorio|1024|4|0,004212|1|256x4
merge_sort|cuda|aleatorio|1024|5|0,004228|1|256x4
merge_sort|cuda|aleatorio|1024|6|0,004215|1|256x4
merge_sort|cuda|aleatorio|1024|7|0,004211|1|256x4
merge_sort|cuda|aleatorio|1024|8|0,004216|1|256x4
merge_sort|cuda|aleatorio|1024|9|0,004230|1|256x4
merge_sort|cuda|aleatorio|1024|10|0,004224|1|256x4
merge_sort|cuda|aleatorio|4096|1|0,004319|1|256x16
merge_sort|cuda|aleatorio|4096|2|0,004199|1|256x16
merge_sort|cuda|aleatorio|4096|3|0,004208|1|256x16
merge_sort|cuda|aleatorio|4096|4|0,004208|1|256x16
merge_sort|cuda|aleatorio|4096|5|0,004203|1|256x16
merge_sort|cuda|aleatorio|4096|6|0,004201|1|256x16
merge_sort|cuda|aleatorio|4096|7|0,004201|1|256x16
merge_sort|cuda|aleatorio|4096|8|0,004199|1|256x16
merge_sort|cuda|aleatorio|4096|9|0,004205|1|256x16
merge_sort|cuda|aleatorio|4096|10|0,004200|1|256x16
merge_sort|cuda|aleatorio|16384|1|0,004192|1|256x64
merge_sort|cuda|aleatorio|16384|2|0,004192|1|256x64
merge_sort|cuda|aleatorio|16384|3|0,004191|1|256x64
merge_sort|cuda|aleatorio|16384|4|0,004187|1|256x64
merge_sort|cuda|aleatorio|16384|5|0,004190|1|256x64
merge_sort|cuda|aleatorio|16384|6|0,004180|1|256x64
merge_sort|cuda|aleatorio|16384|7|0,004187|1|256x64
merge_sort|cuda|aleatorio|16384|8|0,004182|1|256x64
merge_sort|cuda|aleatorio|16384|9|0,004187|1|256x64
merge_sort|cuda|aleatorio|16384|10|0,004180|1|256x64
merge_sort|cuda|aleatorio|65536|1|0,006914|1|256x256
merge_sort|cuda|aleatorio|65536|2|0,006922|1|256x256
merge_sort|cuda|aleatorio|65536|3|0,006923|1|256x256
merge_sort|cuda|aleatorio|65536|4|0,006919|1|256x256
merge_sort|cuda|aleatorio|65536|5|0,006933|1|256x256
merge_sort|cuda|aleatorio|65536|6|0,006927|1|256x256
merge_sort|cuda|aleatorio|65536|7|0,006939|1|256x256
merge_sort|cuda|aleatorio|65536|8|0,006900|1|256x256
merge_sort|cuda|aleatorio|65536|9|0,006911|1|256x256
merge_sort|cuda|aleatorio|65536|10|0,006929|1|256x256
merge_sort|cuda|aleatorio|262144|1|0,004300|1|256x1024
merge_sort|cuda|aleatorio|262144|2|0,004358|1|256x1024
merge_sort|cuda|aleatorio|262144|3|0,004295|1|256x1024
merge_sort|cuda|aleatorio|262144|4|0,004299|1|256x1024
merge_sort|cuda|aleatorio|262144|5|0,004300|1|256x1024
merge_sort|cuda|aleatorio|262144|6|0,004298|1|256x1024
merge_sort|cuda|aleatorio|262144|7|0,004292|1|256x1024
merge_sort|cuda|aleatorio|262144|8|0,004351|1|256x1024
merge_sort|cuda|aleatorio|262144|9|0,004348|1|256x1024
merge_sort|cuda|aleatorio|262144|10|0,004354|1|256x1024
merge_sort|cuda|aleatorio|1048576|1|0,004450|1|256x4096
merge_sort|cuda|aleatorio|1048576|2|0,004457|1|256x4096
merge_sort|cuda|aleatorio|1048576|3|0,004448|1|256x4096
merge_sort|cuda|aleatorio|1048576|4|0,004453|1|256x4096
merge_sort|cuda|aleatorio|1048576|5|0,004462|1|256x4096
merge_sort|cuda|aleatorio|1048576|6|0,004444|1|256x4096
merge_sort|cuda|aleatorio|1048576|7|0,004464|1|256x4096
merge_sort|cuda|aleatorio|1048576|8|0,004440|1|256x4096
merge_sort|cuda|aleatorio|1048576|9|0,004441|1|256x4096
merge_sort|cuda|aleatorio|1048576|10|0,004552|1|256x4096
merge_sort|cuda|aleatorio|4194304|1|0,005493|1|256x16384
merge_sort|cuda|aleatorio|4194304|2|0,005482|1|256x16384
merge_sort|cuda|aleatorio|4194304|3|0,005648|1|256x16384
merge_sort|cuda|aleatorio|4194304|4|0,005459|1|256x16384
merge_sort|cuda|aleatorio|4194304|5|0,005457|1|256x16384
merge_sort|cuda|aleatorio|4194304|6|0,005445|1|256x16384
merge_sort|cuda|aleatorio|4194304|7|0,005431|1|256x16384
merge_sort|cuda|aleatorio|4194304|8|0,005414|1|256x16384
merge_sort|cuda|aleatorio|4194304|9|0,005403|1|256x16384
merge_sort|cuda|aleatorio|4194304|10|0,005401|1|256x16384
merge_sort|cuda|aleatorio|16777216|1|0,022806|1|256x65536
merge_sort|cuda|aleatorio|16777216|2|0,022362|1|256x65536
merge_sort|cuda|aleatorio|16777216|3|0,022342|1|256x65536
merge_sort|cuda|aleatorio|16777216|4|0,021717|1|256x65536
merge_sort|cuda|aleatorio|16777216|5|0,021441|1|256x65536
merge_sort|cuda|aleatorio|16777216|6|0,021255|1|256x65536
merge_sort|cuda|aleatorio|16777216|7|0,020706|1|256x65536
merge_sort|cuda|aleatorio|16777216|8|0,020434|1|256x65536
merge_sort|cuda|aleatorio|16777216|9|0,020104|1|256x65536
merge_sort|cuda|aleatorio|16777216|10|0,019601|1|256x65536
merge_sort|cuda|aleatorio|67108864|1|0,083493|1|256x262144
merge_sort|cuda|aleatorio|67108864|2|0,105204|1|256x262144
merge_sort|cuda|aleatorio|67108864|3|0,099626|1|256x262144
merge_sort|cuda|aleatorio|67108864|4|0,094741|1|256x262144
merge_sort|cuda|aleatorio|67108864|5|0,089379|1|256x262144
merge_sort|cuda|aleatorio|67108864|6|0,084047|1|256x262144
merge_sort|cuda|aleatorio|67108864|7|0,077542|1|256x262144
merge_sort|cuda|aleatorio|67108864|8|0,079426|1|256x262144
merge_sort|cuda|aleatorio|67108864|9|0,078639|1|256x262144
merge_sort|cuda|aleatorio|67108864|10|0,097273|1|256x262144
merge_sort|cudadp|aleatorio|1024|1|0,005685|1|1x1_dp
merge_sort|cudadp|aleatorio|1024|2|0,005650|1|1x1_dp
merge_sort|cudadp|aleatorio|1024|3|0,005660|1|1x1_dp
merge_sort|cudadp|aleatorio|1024|4|0,005652|1|1x1_dp
merge_sort|cudadp|aleatorio|1024|5|0,005644|1|1x1_dp
merge_sort|cudadp|aleatorio|1024|6|0,005661|1|1x1_dp
merge_sort|cudadp|aleatorio|1024|7|0,005657|1|1x1_dp
merge_sort|cudadp|aleatorio|1024|8|0,005655|1|1x1_dp
merge_sort|cudadp|aleatorio|1024|9|0,005675|1|1x1_dp
merge_sort|cudadp|aleatorio|1024|10|0,005652|1|1x1_dp
merge_sort|cudadp|aleatorio|4096|1|0,013545|1|1x1_dp
merge_sort|cudadp|aleatorio|4096|2|0,013512|1|1x1_dp
merge_sort|cudadp|aleatorio|4096|3|0,013526|1|1x1_dp
merge_sort|cudadp|aleatorio|4096|4|0,013534|1|1x1_dp
merge_sort|cudadp|aleatorio|4096|5|0,013546|1|1x1_dp
merge_sort|cudadp|aleatorio|4096|6|0,013565|1|1x1_dp
merge_sort|cudadp|aleatorio|4096|7|0,013581|1|1x1_dp
merge_sort|cudadp|aleatorio|4096|8|0,013520|1|1x1_dp
merge_sort|cudadp|aleatorio|4096|9|0,013512|1|1x1_dp
merge_sort|cudadp|aleatorio|4096|10|0,013512|1|1x1_dp
merge_sort|cudadp|aleatorio|16384|1|0,062736|1|1x1_dp
merge_sort|cudadp|aleatorio|16384|2|0,062811|1|1x1_dp
merge_sort|cudadp|aleatorio|16384|3|0,063177|1|1x1_dp
merge_sort|cudadp|aleatorio|16384|4|0,062752|1|1x1_dp
merge_sort|cudadp|aleatorio|16384|5|0,062598|1|1x1_dp
merge_sort|cudadp|aleatorio|16384|6|0,062566|1|1x1_dp
merge_sort|cudadp|aleatorio|16384|7|0,062575|1|1x1_dp
merge_sort|cudadp|aleatorio|16384|8|0,062914|1|1x1_dp
merge_sort|cudadp|aleatorio|16384|9|0,062551|1|1x1_dp
merge_sort|cudadp|aleatorio|16384|10|0,062388|1|1x1_dp
merge_sort|cudadp|aleatorio|65536|1|0,276203|1|1x1_dp
merge_sort|cudadp|aleatorio|65536|2|0,275765|1|1x1_dp
merge_sort|cudadp|aleatorio|65536|3|0,274728|1|1x1_dp
merge_sort|cudadp|aleatorio|65536|4|0,274778|1|1x1_dp
merge_sort|cudadp|aleatorio|65536|5|0,274642|1|1x1_dp
merge_sort|cudadp|aleatorio|65536|6|0,274721|1|1x1_dp
merge_sort|cudadp|aleatorio|65536|7|0,274165|1|1x1_dp
merge_sort|cudadp|aleatorio|65536|8|0,273421|1|1x1_dp
merge_sort|cudadp|aleatorio|65536|9|0,273123|1|1x1_dp
merge_sort|cudadp|aleatorio|65536|10|0,272953|1|1x1_dp
merge_sort|cudadp|aleatorio|262144|1|1,158244|1|1x1_dp
merge_sort|cudadp|aleatorio|262144|2|1,140047|1|1x1_dp
merge_sort|cudadp|aleatorio|262144|3|1,130435|1|1x1_dp
merge_sort|cudadp|aleatorio|262144|4|1,127968|1|1x1_dp
merge_sort|cudadp|aleatorio|262144|5|1,130082|1|1x1_dp
merge_sort|cudadp|aleatorio|262144|6|1,123532|1|1x1_dp
merge_sort|cudadp|aleatorio|262144|7|1,110696|1|1x1_dp
merge_sort|cudadp|aleatorio|262144|8|1,098684|1|1x1_dp
merge_sort|cudadp|aleatorio|262144|9|1,091080|1|1x1_dp
merge_sort|cudadp|aleatorio|262144|10|1,075291|1|1x1_dp
merge_sort|cudadp|aleatorio|1048576|1|4,715954|1|1x1_dp
merge_sort|cudadp|aleatorio|1048576|2|4,534643|1|1x1_dp
merge_sort|cudadp|aleatorio|1048576|3|4,267381|1|1x1_dp
merge_sort|cudadp|aleatorio|1048576|4|3,932033|1|1x1_dp
merge_sort|cudadp|aleatorio|1048576|5|4,560034|1|1x1_dp
merge_sort|cudadp|aleatorio|1048576|6|5,279980|1|1x1_dp
merge_sort|cudadp|aleatorio|1048576|7|5,082935|1|1x1_dp
merge_sort|cudadp|aleatorio|1048576|8|4,899884|1|1x1_dp
merge_sort|cudadp|aleatorio|1048576|9|4,745778|1|1x1_dp
merge_sort|cudadp|aleatorio|1048576|10|4,523472|1|1x1_dp
merge_sort|cudadp|aleatorio|4194304|1|18,037624|1|1x1_dp
merge_sort|cudadp|aleatorio|4194304|2|17,666875|1|1x1_dp
merge_sort|cudadp|aleatorio|4194304|3|20,370352|1|1x1_dp
merge_sort|cudadp|aleatorio|4194304|4|19,674468|1|1x1_dp
merge_sort|cudadp|aleatorio|4194304|5|20,950818|1|1x1_dp
merge_sort|cudadp|aleatorio|4194304|6|19,443251|1|1x1_dp
merge_sort|cudadp|aleatorio|4194304|7|21,881341|1|1x1_dp
merge_sort|cudadp|aleatorio|4194304|8|20,636595|1|1x1_dp
merge_sort|cudadp|aleatorio|4194304|9|20,524243|1|1x1_dp
merge_sort|cudadp|aleatorio|4194304|10|17,879762|1|1x1_dp
merge_sort|cudadp|aleatorio|16777216|1|92,460337|1|1x1_dp
merge_sort|cudadp|aleatorio|16777216|2|85,813227|1|1x1_dp
merge_sort|cudadp|aleatorio|16777216|3|93,239008|1|1x1_dp
merge_sort|cudadp|aleatorio|16777216|4|101,596521|1|1x1_dp
merge_sort|cudadp|aleatorio|16777216|5|107,848349|1|1x1_dp
merge_sort|cudadp|aleatorio|16777216|6|107,426092|1|1x1_dp
merge_sort|cudadp|aleatorio|16777216|7|116,090124|1|1x1_dp
merge_sort|cudadp|aleatorio|16777216|8|111,124457|1|1x1_dp
merge_sort|cudadp|aleatorio|16777216|9|117,317564|1|1x1_dp
merge_sort|cudadp|aleatorio|16777216|10|127,652210|1|1x1_dp
merge_sort|cudadp|aleatorio|67108864|1|595,764684|1|1x1_dp
merge_sort|cudadp|aleatorio|67108864|2|536,309625|1|1x1_dp
merge_sort|cudadp|aleatorio|67108864|3|434,188469|1|1x1_dp
merge_sort|cudadp|aleatorio|67108864|4|392,104344|1|1x1_dp
merge_sort|cudadp|aleatorio|67108864|5|399,680209|1|1x1_dp
merge_sort|cudadp|aleatorio|67108864|6|398,037544|1|1x1_dp
merge_sort|cudadp|aleatorio|67108864|7|482,408363|1|1x1_dp
merge_sort|cudadp|aleatorio|67108864|8|445,535456|1|1x1_dp
merge_sort|cudadp|aleatorio|67108864|9|426,393775|1|1x1_dp
merge_sort|cudadp|aleatorio|67108864|10|424,664103|1|1x1_dp
bfs|cpu|aleatorio|1024|1|0,000013|1|1x1
bfs|cpu|aleatorio|1024|2|0,000013|1|1x1
bfs|cpu|aleatorio|1024|3|0,000011|1|1x1
bfs|cpu|aleatorio|1024|4|0,000011|1|1x1
bfs|cpu|aleatorio|1024|5|0,000011|1|1x1
bfs|cpu|aleatorio|1024|6|0,000012|1|1x1
bfs|cpu|aleatorio|1024|7|0,000011|1|1x1
bfs|cpu|aleatorio|1024|8|0,000010|1|1x1
bfs|cpu|aleatorio|1024|9|0,000011|1|1x1
bfs|cpu|aleatorio|1024|10|0,000011|1|1x1
bfs|cpu|aleatorio|4096|1|0,000080|1|1x1
bfs|cpu|aleatorio|4096|2|0,000082|1|1x1
bfs|cpu|aleatorio|4096|3|0,000083|1|1x1
bfs|cpu|aleatorio|4096|4|0,000082|1|1x1
bfs|cpu|aleatorio|4096|5|0,000080|1|1x1
bfs|cpu|aleatorio|4096|6|0,000080|1|1x1
bfs|cpu|aleatorio|4096|7|0,000079|1|1x1
bfs|cpu|aleatorio|4096|8|0,000079|1|1x1
bfs|cpu|aleatorio|4096|9|0,000084|1|1x1
bfs|cpu|aleatorio|4096|10|0,000079|1|1x1
bfs|cpu|aleatorio|16384|1|0,000436|1|1x1
bfs|cpu|aleatorio|16384|2|0,000414|1|1x1
bfs|cpu|aleatorio|16384|3|0,000419|1|1x1
bfs|cpu|aleatorio|16384|4|0,000411|1|1x1
bfs|cpu|aleatorio|16384|5|0,000415|1|1x1
bfs|cpu|aleatorio|16384|6|0,000418|1|1x1
bfs|cpu|aleatorio|16384|7|0,000441|1|1x1
bfs|cpu|aleatorio|16384|8|0,000410|1|1x1
bfs|cpu|aleatorio|16384|9|0,000406|1|1x1
bfs|cpu|aleatorio|16384|10|0,000410|1|1x1
bfs|cpu|aleatorio|65536|1|0,002406|1|1x1
bfs|cpu|aleatorio|65536|2|0,002191|1|1x1
bfs|cpu|aleatorio|65536|3|0,002148|1|1x1
bfs|cpu|aleatorio|65536|4|0,002379|1|1x1
bfs|cpu|aleatorio|65536|5|0,002183|1|1x1
bfs|cpu|aleatorio|65536|6|0,002189|1|1x1
bfs|cpu|aleatorio|65536|7|0,002276|1|1x1
bfs|cpu|aleatorio|65536|8|0,002201|1|1x1
bfs|cpu|aleatorio|65536|9|0,002204|1|1x1
bfs|cpu|aleatorio|65536|10|0,002243|1|1x1
bfs|cpu|aleatorio|262144|1|0,012320|1|1x1
bfs|cpu|aleatorio|262144|2|0,011996|1|1x1
bfs|cpu|aleatorio|262144|3|0,010107|1|1x1
bfs|cpu|aleatorio|262144|4|0,011177|1|1x1
bfs|cpu|aleatorio|262144|5|0,012638|1|1x1
bfs|cpu|aleatorio|262144|6|0,012310|1|1x1
bfs|cpu|aleatorio|262144|7|0,012814|1|1x1
bfs|cpu|aleatorio|262144|8|0,013985|1|1x1
bfs|cpu|aleatorio|262144|9|0,011899|1|1x1
bfs|cpu|aleatorio|262144|10|0,013296|1|1x1
